AGENDA - ENTREGA TÉCNICA 2026,,,,,,,,,,,,,,
DATA,DIA ,DIA ,HORA,CHASSI,MODELO,CLIENTE,VENDEDOR,LAVADO,ACES.,ENTREGADOR,MODALIDADE,AGENDAMENTO,STATUS,OBS: PÓS ENTREGA
30/04/2026,qui.,QUI.,DE MANHÃ,VR003256,11.180,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,,NÃO,MARCIO / BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
30/04/2026,qui.,QUI.,DE MANHÃ,VR003022,11.180,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,,NÃO,MARCIO / BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
30/04/2026,qui.,QUI.,09:00,TR032349,17.210,MUNICIPIO DE VIANOPOLIS,WALERIA,LAVADO,NÃO,WANDERSON,LIBERAR VEICULO,CONFIRMADO,CONCLUIDO,
30/04/2026,qui.,QUI.,13:30,TR023505,25.480,ALIANCA EXPRESS LOGISTICA LTDA,PAULO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
30/04/2026,qui.,QUI.,16:00,VR012080,26.320,AUTO POSTO JABUTI RQ LTDA,MARIANA,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
04/05/2026,seg.,SEG.,09:00,TR035495,30.320,TAM LOGISTICA E TRANSPORTES LTDA,LUIZ CLAUDIO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
04/05/2026,seg.,SEG.,09:00,TR035200,30.320,TAM LOGISTICA E TRANSPORTES LTDA,LUIZ CLAUDIO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
04/05/2026,seg.,SEG.,16:00,TR031688,11.180,LM PRODUCOES EVENTOS E LOCADORA LTDA,MARIANA,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
05/05/2026,ter.,TER.,DIA TODO,,,AGENDA BLOQUEADA AUDITORIA,,,,,,,CONCLUIDO,
05/05/2026,ter.,TER.,13:30,VR001634,26.320,DIVINO PEREIRA PIRES - ITUMBIARA,LUIZ CLAUDIO,LAVADO,SIM,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
05/05/2026,ter.,TER.,16:00,TR023307,25.480,CW3 TRANSPORTES E LOGISTICA LTDA,CRISTIANO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
05/05/2026,ter.,TER.,16:00,TR034921,30.320,AUTO POSTO AEROVIARIO LTDA,CRISTIANO,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
05/05/2026,ter.,TER.,16:00,TR034971,30.320,TAM LOGISTICA E TRANSPORTES LTDA,LUIZ CLAUDIO,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DE MANHÃ,,,MAAS SERVIÇOS,CRISTIANO,não lavar,,BRUNO/MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,A TARDE,,,REGRA LOGISTICA ,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008639,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008761,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008851,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008756,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008859,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR009028,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR009034,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR009169,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR009174,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR009212,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR007857,9.180,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR007871,9.180,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR007880,9.180,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001173,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001812,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001966,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001668,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001875,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001988,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR002158,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001653,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001493,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001538,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR000726,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR000586,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001385,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR000619,17.210,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001363,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR001503,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008690,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
06/05/2026,qua.,QUA.,DIA TODO,VR008826,26.260,MAAS SERVICOS LTDA,CRISTIANO,não lavar,NÃO,BRUNO/MARCIO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
07/05/2026,qui.,QUI.,09:00,TR031904,26.320,CERAMICA RIOS LTDA,DOUGLAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
07/05/2026,qui.,QUI.,10:00,TR023612,25.480,EDILSON EMERICH PAZINI LTDA,RUI,LAVADO,SIM,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
07/05/2026,qui.,QUI.,13:30,VR006740,17.210,CEL ENGENHARIA LTDA,RUI,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
07/05/2026,qui.,QUI.,16:00,TR031853,11.180,GELO MINERAL INDUSTRIA E COMERCIO LTDA,CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/05/2026,sex.,SEX.,09:00,TR025467,31.320,STADIUM CONSTRUTORA LTDA,DOUGLAS,LAVADO,SIM,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/05/2026,sex.,SEX.,09:00,TR018289,31.320,STADIUM CONSTRUTORA LTDA 1027030,DOUGLAS,LAVADO,SIM,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/05/2026,sex.,SEX.,13:30,VR007079,EXPRESS,BAKEN CONSTRUTORA LTDA,PAULO,LAVADO,SIM,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/05/2026,sex.,SEX.,13:30,VR002775,11.180,BAKEN CONSTRUTORA LTDA,PAULO,LAVADO,SIM,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/05/2026,seg.,SEG.,10:00,VR007474,26.320,PREFEITURA DE CRICHAS,WALERIA,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/05/2026,seg.,SEG.,10:00,VR007181,26.320,PREFEITURA DE CRICHAS,WALERIA,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/05/2026,seg.,SEG.,13:30,TR021271,9.180,PWM EMPORIO DAS FRUTAS LTDA,DOUGLAS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/05/2026,seg.,SEG.,16:00,TR022036,26.320,NWF TRANSPORTES E LOGISTICA LTDA,CARLOS,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/05/2026,ter.,TER.,DIA TODO,VR009226,14.210,CODEVASF - ANS - LEVAR PEÇA CARROCERIA,WALERIA,,NÃO,,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/05/2026,ter.,TER.,DIA TODO,VR010093,14.210,CODEVASF - ANS - LEVAR PEÇA CARROCERIA,WALERIA,,NÃO,,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/05/2026,ter.,TER.,DIA TODO,VR009201,14.210,CODEVASF - ANS - LEVAR PEÇA CARROCERIA,WALERIA,,NÃO,,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/05/2026,ter.,TER.,DIA TODO,VR010299,14.210,CODEVASF - ANS - LEVAR PEÇA CARROCERIA,WALERIA,LAVADO,NÃO,,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/05/2026,qua.,QUA.,09:00,TR031814,11.180,JOSE CARLOS RAMPELOTTI,LUIZ CLAUDIO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/05/2026,qua.,QUA.,13:30,VR000828,11.180,S F T TRANSPORTES LTDA,CRISTIANO,LAVADO,NÃO,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/05/2026,sex.,SEX.,DE MANHÃ,,,MAAS SERVIÇOS,,,,MARCIO,,,CONCLUIDO,
15/05/2026,sex.,SEX.,09:00,TR023758,9.180,AURUM TRANSPORTES E LOGISTICA LTDA,EURIPEDES,LAVADO,NÃO,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
19/05/2026,ter.,TER.,08:00,TR031929,11.180,K-2 TRANSPORTES LTDA,JORGE,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
19/05/2026,ter.,TER.,16:00,TR027542,9.180,PWM EMPORIO DAS FRUTAS LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
20/05/2026,qua.,QUA.,DIA TODO,,17.210,FOKUS LOCADORA DE VEICULOS LTDA,CRISTIANO,Ñ LAVAR,NÃO,WANDERSON,TREINAMENTO TÉCNICO,CONFIRMADO,CONCLUIDO,
20/05/2026,qua.,QUA.,DIA TODO,TR202035,28.480,CORRIDA SUPER FRANGO - EXPOSIÇÃO,EXPOSIÇÃO,LAVADO,NÃO,BRUNO,LEVAR P/ SUPER FRANGO,ITABERAI,CONCLUIDO,
20/05/2026,qua.,QUA.,DIA TODO,VR000686,9.180,CORRIDA SUPER FRANGO - EXPOSIÇÃO,EXPOSIÇÃO,LAVADO,NÃO,MATEUS,LEVAR P/ SUPER FRANGO,ITABERAI,CONCLUIDO,
20/05/2026,qua.,QUA.,09:00,TR023583,18.210,PROATIVA ALIMENTOS LTDA,JORGE,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
20/05/2026,qua.,QUA.,13:30,VR003601,27.320,AGROPECUARIA FAZENDA VEREDAS LTDA,PAULO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
20/05/2026,qua.,QUA.,16:00,TR023747,25.480,VJ TRANSPORTES E LOGISTICA LTDA,DOUGLAS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
21/05/2026,qui.,QUI.,09:00,TR026494,26.260,STADIUM CONSTRUTORA LTDA,DOUGLAS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
21/05/2026,qui.,QUI.,09:00,TR007857,26.260,STADIUM CONSTRUTORA LTDA,DOUGLAS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
21/05/2026,qui.,QUI.,13:30,TR020353,30.320,GOIATINS LOGISTICA LTDA,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
21/05/2026,qui.,QUI.,16:00,VR006368,11.180,CREAMY INDUSTRIA E COMERCIO DE SORVETES,JORGE,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
22/05/2026,sex.,SEX.,DIA TODO,,17.210,AGENDA TRAVADA - BUSCAR FOKUS,,,NÃO,TODOS,BUSCAR CAMINHOES,CONFIRMADO,CONCLUIDO,
22/05/2026,sex.,SEX.,DIA TODO,,,AGENDA TRAVADA - BUSCAR SUPER FRANGO,,,NÃO,TODOS,BUSCAR CAMINHOES,CONFIRMADO,CONCLUIDO,
25/05/2026,seg.,SEG.,DIA TODO,,,FOLGA ANIVERSÁRIO BRUNO ,,,NÃO,BRUNO,FOLGA ANIVERSÁRIO ,CONFIRMADO,CONCLUIDO,
25/05/2026,seg.,SEG.,DIA TODO,,,MÁRCIO TREINAMENTO -RJ,,,NÃO,MÁRCIO,TREINAMENTO RJ,CONFIRMADO,CONCLUIDO,
25/05/2026,seg.,SEG.,09:00,TR025449,30.320,MADEIREIRA & MOVEIS CACOAL LTDA ,DOUGLAS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
25/05/2026,seg.,SEG.,13:30,VR003601,27.320,AGROPECUARIA FAZENDA VEREDAS LTDA,PAULO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
26/05/2026,ter.,TER.,DIA TODO,,,MÁRCIO TREINAMENTO -RJ,,,,MÁRCIO,TREINAMENTO,CONFIRMADO,CONCLUIDO,
27/05/2026,qua.,QUA.,DIA TODO,,,MÁRCIO TREINAMENTO -RJ,,,,MÁRCIO,,,CONCLUIDO,
27/05/2026,qua.,QUA.,09:00,TR010911,18.210,IRMAOS GARCIA HORTIFRUTIGRANJEIROS LTDA,RUI,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
27/05/2026,qua.,QUA.,13:30,VR000615,18.260,BUENOS LEITE COMERCIO E TRANSPORTE LTDA,CARLOS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
27/05/2026,qua.,QUA.,16:00,VR010944,11.180,PRS CARTONAGEM LTDA,KRISLEY,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
28/05/2026,qui.,QUI.,DIA TODO,,,MÁRCIO TREINAMENTO -RJ,,,,MÁRCIO,,,CONCLUIDO,
28/05/2026,qui.,QUI.,09:00,VR006921,11.180,MUNIC. COLINAS DO SUL - COLOCAR COMBUSTIVEL P/ 430 km,WALERIA,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
28/05/2026,qui.,QUI.,13:30,TR021742,30.320,CRISTAL ALIMENTOS LTDA,GUSTAVO,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
28/05/2026,qui.,QUI.,16:00,TR202150,28.480,FERREIRA E FREIRE LTDA ,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
29/05/2026,sex.,SEX.,DIA TODO,,,MÁRCIO TREINAMENTO -RJ,,,,MÁRCIO,,,,
29/05/2026,sex.,SEX.,09:00,TR031028,26.260,STADIUM CONSTRUTORA LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
29/05/2026,sex.,SEX.,14:00,,,ENTREGA MANUAIS FOKUS,CRISTIANO,,,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
29/05/2026,sex.,SEX.,16:00,VR007364,26.260,ZEMA INDUSTRIAL LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
01/06/2026,seg.,SEG.,13:30,TR019144,31.320,JBJ AGROPECUARIA LTDA,JORGE,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
02/06/2026,ter.,TER.,DIA TODO,VR011861,14210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
02/06/2026,ter.,TER.,DIA TODO,VR009386,14210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
02/06/2026,ter.,TER.,DIA TODO,VR009515,14210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
03/06/2026,qua.,QUA.,14:00,VR003601,27.320,AGROPECUARIA FAZENDA VEREDAS LTDA,PAULO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
04/06/2026,qui.,QUI.,DIA TODO,,,FERIADO,,,,TODOS,FERIADO,CONFIRMADO,CONCLUIDO,
05/06/2026,sex.,SEX.,16:00,VR014161,EXPRESS,BUENO EVENTOS LOCACOES E SERVICOS LTDA,CRISTIANO,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
06/06/2026,sáb.,SÁB.,10:00,VR000363,9.180,MATTOS EMPREENDIMENTOS LTDA,JORGE,LAVADO,NÃO,BRUNO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/06/2026,seg.,SEG.,DIA TODO,,,BUSCAR DOIS CAMINHOES DA GOLDMAN,,,,WANDERSON / MATEUS,BUSCAR CAMINHOES,,,
08/06/2026,seg.,SEG.,DIA TODO,TR200268,28480,MMJV GRAOS LTDA - ITUMBIARA - 14:00,MARIANA,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/06/2026,seg.,SEG.,09:00,TR005515,9180,AJEL MATERIAIS ELETRICOS LTDA,JORGE,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/06/2026,seg.,SEG.,16:00,VR203351,29530,JULIANA DE CASSIA S. BARCELOS,KRISLEY,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/06/2026,ter.,TER.,DIA TODO,VR013116,17210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/06/2026,ter.,TER.,DIA TODO,VR011840,17210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/06/2026,ter.,TER.,DIA TODO,VR011974,17210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/06/2026,ter.,TER.,DIA TODO,VR012019,17210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/06/2026,ter.,TER.,DIA TODO,VR012624,17210,CODEVASF,WALERIA,,,TODOS,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
10/06/2026,qua.,QUA.,DE MANHÃ,,,BUSCAR ANÁPOLIS,,,,WANDERSON / JOÃO,,CONFIRMADO,CONCLUIDO,
10/06/2026,qua.,QUA.,DIA TODO,,,MAAS SERVIÇOS,CRISTIANO ,,,BRUNO,REVISAO E ENTREGA,CONFIRMADO,CONCLUIDO,
10/06/2026,qua.,QUA.,13:30,,,CIPA - MARCIO,,,,MARCIO,REUNIAO CIPA,CONFIRMADO,CONCLUIDO,
10/06/2026,qua.,QUA.,16:00,TR032221,9180,AVS TRANSPORTES CARGAS ENCOMENDAS E VENDAS DE PASSAGENS LTDA,JOSUE,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/06/2026,qui.,QUI.,DIA TODO,,,WANDERSON MEDICO,,,,WANDERSON,MEDICO,CONFIRMADO,CONCLUIDO,
11/06/2026,qui.,QUI.,DIA TODO,,,BUSCAR CAMINHÃO - ITUMBIARA,,,,BRUNO,MOVIMENTAÇÃO,CONFIRMADO,CONCLUIDO,
11/06/2026,qui.,QUI.,16:00,TR202035,28480,TRANSPORTADORA CENTRO OESTE EXPRESS LTDA,GUILHERME,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/06/2026,sex.,SEX.,DIA TODO,SR200772,29.530,BUSCAR EM ITUMBIARA,,,,BRUNO,MOVIMENTAÇÃO,CONFIRMADO,CONCLUIDO,
12/06/2026,sex.,SEX.,10:00,VR007826,26260,ZEMA INDUSTRIAL LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/06/2026,sex.,SEX.,13:30,TR016932,31320,MAURICIO PEREIRA DE SOUZA,GUSTAVO,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/06/2026,sex.,SEX.,A TARDE,,,TREINAMENTO - STADIUM ,,,,WANDERSON,TREINAMENTO TÉCNICO,CONFIRMADO,CONCLUIDO,
13/06/2026,sáb.,SÁB.,DIA TODO,,,TREINAMENTO - STADIUM ,,,,WANDERSON,TREINAMENTO TÉCNICO,CONFIRMADO,CONCLUIDO,
15/06/2026,seg.,SEG.,09:00,TR023736,30320,PLASTIKA INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/06/2026,seg.,SEG.,13:30,VR004257,25480,TECPAV ENGENHARIA LTDA,RUI,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/06/2026,seg.,SEG.,13:30,TR030451,25480,TECPAV ENGENHARIA LTDA,RUI,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/06/2026,seg.,SEG.,16:00,VR005856,30320,CRISTAL ALIMENTOS LTDA,GUSTAVO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/06/2026,seg.,SEG.,16:00,VR012203,30320,CRISTAL ALIMENTOS LTDA,GUSTAVO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/06/2026,seg.,SEG.,16:00,VR003293,30320,CRISTAL ALIMENTOS LTDA,GUSTAVO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/06/2026,ter.,TER.,08 às 10,,,REUNIÃO COM TODOS ,,,,TODOS,REUNIÃO ,CONFIRMADO,CONCLUIDO,
16/06/2026,ter.,TER.,14:00,TR201468,28480,MAPRA TRANSPORTES LTDA - ITUMBIARA,MARIANA,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/06/2026,ter.,TER.,16:00,TR202044,28480,TRANSPORTADORA CENTRO OESTE EXPRESS LTDA,GUILHERME,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
17/06/2026,qua.,QUA.,14:00,VR010487,14.210,MP TRANSPORTE E LOGISTICA LTDA,PAULO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
